Date,Open,High,Low,Close,P/E,P/B,Div Yield %,MA50,MA200
2019-07-11,11561.45,11599.0,11519.5,11582.9,28.4,3.64,1.26,11712.256000000001,11111.57575
2019-07-12,11601.15,11639.55,11538.6,11552.5,28.33,3.61,1.29,11708.811000000002,11112.94375
2019-07-15,11614.75,11618.4,11532.3,11588.35,28.33,3.62,1.29,11706.333,11114.71375
2019-07-16,11596.65,11670.05,11573.95,11662.6,28.51,3.64,1.28,11707.62,11117.31125
2019-07-17,11670.75,11706.65,11651.15,11687.5,28.58,3.65,1.28,11711.412,11120.911749999997
2019-07-18,11675.6,11677.15,11582.4,11596.9,28.35,3.62,1.29,11716.161,11123.559000000001
2019-07-19,11627.95,11640.35,11399.3,11419.25,27.92,3.57,1.31,11718.51,11125.38625
2019-07-22,11392.85,11398.15,11301.25,11346.2,27.81,3.55,1.31,11719.855999999998,11127.2295
2019-07-23,11372.25,11398.15,11302.8,11331.05,27.77,3.55,1.31,11723.513,11129.2325
2019-07-24,11322.45,11359.75,11229.8,11271.3,27.62,3.53,1.32,11724.498,11130.5475
2019-07-25,11290.4,11361.4,11239.35,11252.15,27.57,3.52,1.32,11726.400999999998,11132.517
2019-07-26,11247.45,11307.6,11210.05,11284.3,27.73,3.53,1.32,11726.945,11135.94225
2019-07-29,11307.5,11310.95,11152.4,11189.2,27.6,3.5,1.33,11722.586,11140.305999999999
2019-07-30,11213.7,11267.45,11072.65,11085.4,27.34,3.47,1.34,11707.729,11143.99275
2019-07-31,11034.05,11145.3,10999.4,11118.0,27.42,3.45,1.33,11695.907,11148.0775
2019-08-01,11060.2,11076.75,10881.0,10980.0,27.05,3.41,1.35,11680.749,11150.677
2019-08-02,10930.3,11080.15,10848.95,10997.35,27.09,3.42,1.34,11667.555,11154.4905
2019-08-05,10895.8,10895.8,10782.6,10862.6,26.76,3.37,1.36,11647.925,11156.441
2019-08-06,10815.4,11018.55,10813.8,10948.25,26.97,3.4,1.35,11628.395,11158.619750000002
2019-08-07,10958.1,10975.65,10835.9,10855.5,26.74,3.37,1.36,11606.93,11159.9735
2019-08-08,10899.2,11058.05,10842.95,11032.45,27.2,3.43,1.34,11590.357,11162.8705
2019-08-09,11087.9,11181.45,11062.8,11109.65,27.41,3.45,1.33,11573.632,11166.901000000002
2019-08-13,11139.4,11145.9,10901.6,10925.85,27.03,3.39,1.35,11553.693000000001,11170.304000000002
2019-08-14,11003.25,11078.15,10935.6,11029.4,27.24,3.43,1.34,11532.51,11174.716999999999
2019-08-16,11043.65,11068.65,10924.3,11047.8,27.33,3.43,1.34,11513.032999999998,11178.83225
2019-08-19,11094.8,11146.9,11037.85,11053.9,27.35,3.43,1.34,11497.235999999999,11183.477249999998
2019-08-20,11063.9,11076.3,10985.3,11017.0,27.26,3.42,1.34,11480.163,11188.41225
2019-08-21,11018.15,11034.2,10906.65,10918.7,27.01,3.39,1.35,11460.083,11191.751499999998
2019-08-22,10905.3,10908.25,10718.3,10741.35,26.57,3.34,1.38,11435.598,11194.46625
2019-08-23,10699.6,10862.55,10637.15,10829.35,26.79,3.36,1.36,11414.061000000002,11196.68
2019-08-26,11000.3,11070.3,10756.55,11057.85,27.36,3.43,1.34,11396.937,11200.067
2019-08-27,11106.55,11141.75,11049.5,11105.35,27.47,3.45,1.33,11382.577999999998,11202.82875
2019-08-28,11101.3,11129.65,10987.65,11046.1,27.33,3.43,1.34,11370.057000000003,11205.439250000001
2019-08-29,10996.05,11021.1,10922.4,10948.3,27.09,3.4,1.35,11355.193000000001,11207.53075
2019-08-30,10987.8,11042.6,10874.8,11023.25,27.27,3.35,1.39,11341.829,11209.655
2019-09-03,10960.95,10967.5,10772.7,10797.9,26.54,3.28,1.42,11321.152,11210.7185
2019-09-04,10790.4,10858.75,10746.35,10844.65,26.61,3.29,1.42,11303.563,11212.53075
2019-09-05,10860.95,10920.1,10816.0,10847.9,26.67,3.29,1.41,11286.528,11213.85775
2019-09-06,10883.8,10957.05,10867.45,10946.2,26.91,3.32,1.40,11269.523000000001,11215.707250000001
2019-09-09,10936.7,11028.85,10889.8,11003.05,27.05,3.34,1.39,11252.633,11217.639
2019-09-11,11028.5,11054.8,11011.65,11035.7,27.13,3.35,1.39,11236.516000000001,11219.406500000001
2019-09-12,11058.3,11081.75,10964.95,10982.8,27.0,3.34,1.40,11220.395,11220.5035
2019-09-13,10986.8,11084.45,10945.75,11075.9,27.23,3.36,1.39,11204.600999999999,11222.601999999999
2019-09-16,10994.85,11052.7,10968.2,11003.5,27.06,3.34,1.39,11186.465,11224.61925
2019-09-17,11000.1,11000.1,10796.5,10817.6,26.6,3.29,1.42,11164.482000000002,11226.0735
2019-09-18,10872.8,10885.15,10804.85,10840.65,26.66,3.29,1.42,11142.36,11227.13375
2019-09-19,10845.2,10845.2,10670.25,10704.8,26.32,3.25,1.43,11120.233,11227.22975
2019-09-20,10746.8,11381.9,10691.0,11274.2,27.72,3.42,1.36,11114.545,11229.956499999998
2019-09-23,11542.7,11694.85,11471.35,11600.2,28.52,3.52,1.32,11115.431,11233.664
2019-09-24,11590.7,11655.05,11539.2,11588.2,28.49,3.52,1.32,11117.216999999999,11237.22125
2019-09-25,11564.85,11564.95,11416.1,11440.2,25.92,3.47,1.34,11114.363000000001,11240.0035
2019-09-26,11469.85,11610.85,11466.35,11571.2,26.22,3.51,1.33,11114.737,11243.512000000002
2019-09-27,11556.35,11593.6,11499.75,11512.4,26.52,3.55,1.30,11113.218,11247.1595
2019-09-30,11491.15,11508.25,11390.8,11474.45,26.44,3.53,1.31,11109.455,11251.525999999998
2019-10-01,11515.4,11554.2,11247.9,11359.9,26.17,3.5,1.32,11102.903,11254.857000000002
2019-10-03,11322.25,11370.4,11257.35,11314.0,26.07,3.48,1.32,11097.245,11258.984750000001
2019-10-04,11388.45,11400.3,11158.35,11174.75,25.75,3.44,1.34,11092.355,11262.112750000002
2019-10-07,11196.2,11233.85,11112.65,11126.4,25.64,3.43,1.35,11087.959,11264.05675
2019-10-09,11152.95,11321.6,11090.15,11313.3,26.13,3.49,1.32,11087.604,11266.665500000001
2019-10-10,11280.5,11293.35,11208.55,11234.55,25.95,3.47,1.33,11086.868999999999,11268.811000000002
2019-10-11,11257.7,11362.9,11189.4,11305.05,26.11,3.49,1.32,11087.927000000001,11270.8945
2019-10-14,11335.9,11420.45,11290.05,11341.15,26.2,3.5,1.32,11089.063999999998,11273.05675
2019-10-15,11360.85,11462.35,11342.1,11428.3,26.4,3.53,1.31,11093.846000000001,11275.36175
2019-10-16,11464.95,11481.05,11411.1,11464.0,26.48,3.54,1.30,11101.418,11277.923250000002
2019-10-17,11466.3,11599.1,11439.65,11586.35,26.76,3.58,1.29,11110.785,11282.085
2019-10-18,11580.3,11684.7,11553.15,11661.85,26.94,3.6,1.28,11124.421999999999,11287.07675
2019-10-22,11657.15,11714.35,11573.65,11588.35,26.71,3.58,1.29,11136.242000000002,11291.36925
2019-10-23,11596.2,11651.6,11554.4,11604.1,26.75,3.58,1.29,11151.072,11295.490749999999
2019-10-24,11661.65,11679.6,11534.65,11582.6,26.7,3.58,1.29,11163.758999999998,11299.10425
2019-10-25,11646.15,11646.9,11490.75,11583.9,26.7,3.58,1.29,11178.327,11302.711000000001
2019-10-27,11662.25,11672.4,11604.6,11627.15,26.8,3.59,1.29,11190.221000000001,11306.29625
2019-10-29,11643.95,11809.4,11627.35,11786.85,27.17,3.64,1.27,11203.765,11311.268
2019-10-30,11883.9,11883.95,11784.45,11844.1,27.3,3.66,1.26,11222.13,11317.127250000001
2019-10-31,11890.45,11945.0,11855.1,11877.45,27.38,3.67,1.26,11239.090999999999,11322.87775
2019-11-01,11886.6,11918.3,11843.35,11890.6,27.47,3.67,1.26,11255.947000000002,11328.47175
2019-11-04,11928.9,11989.15,11905.35,11941.3,27.59,3.69,1.25,11273.695,11334.1675
2019-11-05,11974.6,11978.95,11861.9,11917.2,27.59,3.68,1.25,11291.699,11339.477749999998
2019-11-06,11911.5,12002.9,11850.25,11966.05,27.71,3.7,1.25,11312.645999999999,11345.2
2019-11-07,12021.1,12021.4,11946.85,12012.05,27.75,3.71,1.24,11338.06,11351.2855
2019-11-08,11987.15,12034.15,11888.75,11908.15,27.51,3.68,1.25,11359.636,11357.13825
2019-11-11,11879.2,11932.65,11853.95,11913.45,27.52,3.68,1.25,11376.748,11362.2715
2019-11-13,11908.3,11946.8,11823.2,11840.45,27.31,3.66,1.26,11391.45,11367.022249999998
2019-11-14,11858.75,11895.65,11802.65,11872.1,27.38,3.67,1.26,11407.97,11371.85675
2019-11-15,11904.2,11973.65,11879.25,11895.45,27.32,3.67,1.26,11426.913,11376.79925
2019-11-18,11915.15,11946.2,11867.6,11884.5,27.29,3.67,1.26,11444.138,11381.4125
2019-11-19,11919.45,11958.85,11881.75,11940.1,27.31,3.69,1.25,11466.982,11386.499249999999
2019-11-20,12004.75,12038.6,11966.05,11999.1,27.23,3.71,1.24,11490.070999999998,11392.337249999999
2019-11-21,12025.65,12028.2,11956.9,11968.4,27.89,3.7,1.25,11512.480999999998,11397.93025
2019-11-22,11967.3,11968.1,11883.5,11914.4,27.77,3.68,1.25,11531.845,11403.599500000002
2019-11-25,11922.45,12084.5,11919.75,12073.75,28.14,3.73,1.24,11553.258999999998,11410.6605
2019-11-26,12110.2,12132.45,12006.35,12037.7,28.05,3.72,1.24,11573.298999999999,11417.588
2019-11-27,12068.5,12114.9,12055.15,12100.7,28.2,3.74,1.23,11595.657,11424.8325
2019-11-28,12132.1,12158.8,12099.95,12151.15,28.32,3.75,1.23,11617.162000000002,11431.433500000001
2019-11-29,12146.2,12147.4,12017.4,12056.05,28.1,3.72,1.24,11638.213,11437.245499999997
2019-12-02,12137.05,12137.15,12023.7,12048.2,28.08,3.72,1.24,11662.825,11442.925249999998
2019-12-03,12067.65,12068.6,11956.4,11994.2,27.95,3.7,1.25,11685.896,11448.224500000002
2019-12-04,11969.95,12054.7,11935.3,12043.2,28.07,3.72,1.24,11712.663999999999,11453.12825
2019-12-05,12071.25,12081.2,11998.75,12018.4,28.01,3.71,1.24,11727.548,11457.873249999999
2019-12-06,12047.35,12057.05,11888.85,11921.5,27.78,3.68,1.25,11733.973999999998,11462.76275
2019-12-09,11939.1,11981.95,11888.05,11937.5,27.82,3.69,1.25,11740.96,11468.00625
2019-12-10,11950.5,11953.2,11844.7,11856.8,27.63,3.66,1.26,11749.292,11473.133249999999
2019-12-11,11867.35,11923.2,11832.3,11910.15,27.76,3.68,1.25,11756.071000000002,11478.71575
2019-12-12,11944.3,12005.5,11934.0,11971.8,27.9,3.7,1.25,11765.258999999998,11484.8445
2019-12-13,12026.4,12098.85,12023.6,12086.7,28.17,3.73,1.24,11777.504,11491.656
2019-12-16,12131.35,12134.65,12046.3,12053.95,28.09,3.72,1.24,11791.385,11498.721000000001
2019-12-17,12082.45,12182.75,12070.35,12165.0,28.35,3.76,1.23,11808.405,11506.52425
2019-12-18,12197.0,12237.7,12163.45,12221.65,28.48,3.77,1.22,11829.343,11513.95525
2019-12-19,12223.4,12268.35,12191.15,12259.7,28.57,3.79,1.22,11852.008999999998,11521.3045
2019-12-20,12266.45,12293.9,12252.75,12271.8,28.6,3.79,1.22,11871.179000000002,11528.70525
2019-12-23,12235.45,12287.15,12213.25,12262.75,28.58,3.79,1.22,11891.743,11535.6185
2019-12-24,12269.25,12283.7,12202.1,12214.55,28.47,3.77,1.22,11909.932999999997,11542.514749999998
2019-12-26,12211.85,12221.55,12118.85,12126.55,28.26,3.74,1.23,11925.641000000001,11549.11425
2019-12-27,12172.9,12258.45,12157.9,12245.8,28.48,3.78,1.23,11941.991000000002,11556.38075
2019-12-30,12274.9,12286.45,12213.8,12255.85,28.5,3.78,1.23,11957.828000000001,11563.3425
2019-12-31,12247.1,12247.1,12151.8,12168.45,28.3,3.75,1.24,11969.47,11569.2475
2020-01-01,12202.15,12222.2,12165.3,12182.5,28.33,3.76,1.24,11979.883,11574.895
2020-01-02,12198.55,12289.9,12195.25,12282.2,28.56,3.79,1.23,11993.76,11581.015
2020-01-03,12261.1,12265.6,12191.35,12226.65,28.44,3.77,1.23,12006.211,11586.97125
2020-01-06,12170.6,12179.1,11974.2,11993.05,27.89,3.7,1.26,12014.42,11591.09625
2020-01-07,12079.1,12152.15,12005.35,12052.95,28.03,3.72,1.25,12023.801,11594.855
2020-01-08,11939.1,12044.95,11929.6,12025.35,27.97,3.71,1.25,12031.765,11598.27325
2020-01-09,12153.15,12224.05,12132.55,12215.9,28.41,3.77,1.23,12040.345999999998,11602.636499999999
2020-01-10,12271.0,12311.2,12213.2,12256.8,28.51,3.78,1.23,12048.6,11606.78625
2020-01-13,12296.7,12337.75,12285.8,12329.55,28.67,3.8,1.22,12057.642000000002,11611.123
2020-01-14,12333.1,12374.25,12308.7,12362.3,28.67,3.81,1.22,12067.076,11615.2725
2020-01-15,12349.4,12355.15,12278.75,12343.3,28.63,3.81,1.22,12075.116000000002,11619.38375
2020-01-16,12347.1,12389.05,12315.8,12355.5,28.62,3.68,1.24,12083.882,11623.876750000001
2020-01-17,12328.4,12385.45,12321.4,12352.35,28.61,3.67,1.24,12091.608,11628.867250000001
2020-01-20,12430.5,12430.5,12216.9,12224.55,28.0,3.63,1.25,12095.858,11632.57375
2020-01-21,12195.3,12230.05,12162.3,12169.85,27.84,3.45,1.25,12101.091999999999,11636.197750000001
2020-01-22,12218.35,12225.05,12087.9,12106.9,27.73,3.42,1.26,12104.961000000001,11638.88225
2020-01-23,12123.75,12189.0,12094.1,12180.35,27.88,3.43,1.25,12111.759000000002,11641.664499999999
2020-01-24,12174.55,12272.15,12149.65,12248.25,28.1,3.45,1.24,12119.282,11644.56
2020-01-27,12197.1,12216.6,12107.0,12119.0,27.73,3.42,1.25,12123.753,11646.589000000002
2020-01-28,12148.1,12163.55,12024.5,12055.8,26.65,3.4,1.26,12127.178999999998,11648.64825
2020-01-29,12114.9,12169.6,12103.8,12129.5,26.81,3.42,1.26,12130.966999999999,11651.30575
2020-01-30,12147.75,12150.3,12010.6,12035.8,26.57,3.39,1.27,12131.701000000001,11653.155
2020-01-31,12100.4,12103.55,11945.85,11962.1,26.41,3.37,1.27,12131.575,11654.942999999997
2020-02-01,11939.0,12017.35,11633.3,11661.85,25.75,3.28,1.31,12126.524,11654.8925
2020-02-03,11627.45,11749.85,11614.5,11707.9,25.9,3.3,1.30,12119.207,11655.510499999999
2020-02-04,11786.25,11986.15,11783.4,11979.65,26.57,3.37,1.27,12118.046,11657.425250000002
2020-02-05,12005.85,12098.15,11953.35,12089.15,27.05,3.4,1.26,12117.815,11659.65375
2020-02-06,12120.0,12160.6,12084.65,12137.95,27.16,3.42,1.26,12117.551,11661.891749999999
2020-02-07,12151.15,12154.7,12073.95,12098.35,27.03,3.41,1.26,12118.396999999999,11663.44775
2020-02-10,12102.35,12103.55,11990.75,12031.5,26.89,3.39,1.27,12118.062999999998,11664.84125
2020-02-11,12108.4,12172.3,12099.0,12107.9,27.21,3.41,1.26,12120.337,11667.408499999998
2020-02-12,12151.0,12231.75,12144.3,12201.2,27.65,3.44,1.25,12123.497000000001,11670.53475
2020-02-13,12219.55,12225.65,12139.8,12174.65,27.59,3.43,1.25,12126.622,11672.77725
2020-02-14,12190.15,12246.7,12091.2,12113.45,27.45,3.41,1.26,12130.461000000001,11675.1355
2020-02-17,12131.8,12159.6,12037.0,12045.8,27.42,3.39,1.27,12132.627,11676.59125
2020-02-18,12028.25,12030.75,11908.05,11992.5,27.29,3.38,1.27,12135.340999999999,11677.813
2020-02-19,12090.6,12134.7,12042.1,12125.9,27.6,3.41,1.26,12139.655999999999,11679.81875
2020-02-20,12119.0,12152.0,12071.45,12080.85,27.5,3.4,1.26,12141.837,11681.661750000001
2020-02-24,12012.55,12012.55,11813.4,11829.4,26.92,3.33,1.29,12136.690999999999,11682.8175
2020-02-25,11877.5,11883.05,11779.9,11797.9,26.85,3.32,1.29,12131.57,11684.3175
2020-02-26,11738.55,11783.25,11639.6,11678.5,26.58,3.29,1.30,12121.84,11685.912750000001
2020-02-27,11661.25,11663.85,11536.7,11633.3,26.48,3.27,1.31,12110.073,11687.570249999999
2020-02-28,11382.0,11384.8,11175.05,11201.75,25.49,3.15,1.36,12088.914,11687.1845
2020-03-02,11387.35,11433.0,11036.25,11132.75,25.34,3.13,1.37,12066.133,11687.107250000001
2020-03-03,11217.55,11342.25,11152.55,11303.3,25.73,3.18,1.35,12046.944,11687.5135
2020-03-04,11351.35,11356.6,11082.15,11251.0,25.61,3.17,1.35,12027.673,11687.983499999998
2020-03-05,11306.05,11389.5,11244.6,11269.0,25.65,3.17,1.35,12010.521999999999,11688.042999999998
2020-03-06,10942.65,11035.1,10827.4,10989.45,25.01,3.09,1.39,11985.395,11685.9545
2020-03-09,10742.05,10751.55,10294.45,10451.45,23.79,2.94,1.46,11949.306999999999,11679.0705
2020-03-11,10334.3,10545.1,10334.0,10458.4,23.8,2.94,1.46,11915.106000000002,11672.817
2020-03-12,10039.95,10040.75,9508.0,9590.15,21.83,2.7,1.59,11863.259000000002,11662.078249999999
2020-03-13,9107.6,10159.4,8555.15,9955.2,22.66,2.8,1.53,11816.719,11653.569000000001
2020-03-16,9587.8,9602.2,9165.1,9197.4,20.93,2.59,1.66,11756.134000000002,11640.335500000001
2020-03-17,9285.4,9403.8,8915.6,8967.05,20.41,2.52,1.70,11695.614,11625.546999999999
2020-03-18,9088.45,9127.55,8407.05,8468.8,19.27,2.38,1.80,11623.931,11608.24725
2020-03-19,8063.3,8575.45,7832.55,8263.45,18.63,2.36,1.84,11548.692999999997,11590.258999999998
2020-03-20,8284.45,8883.0,8178.2,8745.45,19.72,2.49,1.74,11479.284000000001,11574.25675
2020-03-23,7945.7,8159.25,7583.6,7610.25,17.15,2.17,2.00,11386.353000000001,11552.694000000001
2020-03-24,7848.3,8036.95,7511.1,7801.05,17.58,2.22,1.95,11295.782999999998,11531.2565
2020-03-25,7735.15,8376.75,7714.75,8317.85,18.74,2.37,1.83,11214.894000000002,11512.7375
2020-03-26,8451.0,8749.05,8304.9,8641.45,19.47,2.46,1.76,11140.857,11496.726
2020-03-27,8949.1,9038.9,8522.9,8660.25,19.52,2.47,1.76,11066.952,11480.674
2020-03-30,8385.95,8576.0,8244.0,8281.1,18.66,2.36,1.84,10985.527,11462.465999999999
2020-03-31,8529.35,8678.3,8358.0,8597.75,19.38,2.45,1.77,10912.990999999998,11445.626749999998
2020-04-01,8584.1,8588.1,8198.35,8253.8,18.6,2.35,1.84,10834.67,11427.36475
2020-04-03,8356.55,8356.55,8055.8,8083.8,18.22,2.3,1.88,10754.207999999999,11408.213499999998
2020-04-07,8446.3,8819.4,8360.95,8792.2,19.81,2.51,1.73,10686.445,11393.058
2020-04-08,8688.9,9131.7,8653.9,8748.75,19.72,2.49,1.74,10616.455,11378.441
2020-04-09,8973.05,9128.35,8904.55,9111.9,20.53,2.6,1.67,10556.313,11365.543
2020-04-13,9103.95,9112.05,8912.4,8993.85,20.27,2.56,1.69,10495.073999999999,11352.055
2020-04-15,9196.4,9261.2,8874.1,8925.3,20.11,2.54,1.70,10430.99,11337.522749999998
2020-04-16,8851.25,9053.75,8821.9,8992.8,20.25,2.56,1.69,10370.13,11323.86625
2020-04-17,9323.45,9324.0,9091.35,9266.75,20.85,2.64,1.64,10316.223,11311.70175
2020-04-20,9390.2,9390.85,9230.8,9261.85,20.75,2.64,1.64,10268.223,11299.02875
2020-04-21,9016.95,9044.4,8909.4,8981.45,20.1,2.56,1.69,10213.694,11284.69825
2020-04-22,9026.75,9209.75,8946.25,9187.3,20.56,2.62,1.66,10157.847,11271.427
2020-04-23,9232.35,9343.6,9170.15,9313.9,20.84,2.65,1.63,10102.341999999999,11259.05225
2020-04-24,9163.9,9296.9,9141.3,9154.4,20.48,2.61,1.66,10042.671,11245.49625
2020-04-27,9259.7,9377.1,9250.35,9282.3,20.77,2.65,1.64,9986.35,11232.35625
2020-04-28,9389.8,9404.4,9260.0,9380.9,21.0,2.67,1.62,9933.338,11219.677
2020-04-29,9408.6,9599.85,9392.35,9553.35,21.65,2.72,1.59,9882.247000000001,11207.71
2020-04-30,9753.5,9889.05,9731.5,9859.9,22.35,2.81,1.54,9835.421,11197.95375
2020-05-04,9533.5,9533.5,9266.95,9293.5,21.39,2.65,1.64,9777.797999999999,11186.62825
2020-05-05,9429.4,9450.9,9190.75,9205.6,21.19,2.62,1.65,9719.641,11174.876750000001
2020-05-06,9226.8,9346.9,9116.5,9270.9,21.34,2.64,1.64,9664.143,11163.736749999998
2020-05-07,9234.05,9277.85,9175.9,9199.05,21.18,2.62,1.65,9608.274,11151.8175
2020-05-08,9376.95,9382.65,9238.2,9251.5,21.28,2.64,1.64,9550.786,11140.3125
2020-05-11,9348.15,9439.9,9219.95,9239.2,21.21,2.63,1.65,9493.953,11128.566749999998
2020-05-12,9168.85,9240.85,9043.95,9196.55,21.11,2.62,1.65,9441.296,11116.2365
2020-05-13,9584.2,9584.5,9351.1,9383.55,21.51,2.67,1.62,9393.009,11104.71675
2020-05-14,9213.95,9281.1,9119.75,9142.75,21.0,2.6,1.67,9342.294,11092.445999999998
2020-05-15,9182.4,9182.4,9050.0,9136.85,20.98,2.6,1.67,9292.365,11081.034
2020-05-18,9158.3,9158.3,8806.75,8823.25,20.26,2.51,1.73,9244.795,11068.41925
2020-05-19,8961.7,9030.35,8855.3,8879.1,20.39,2.53,1.72,9199.722000000002,11056.1595
2020-05-20,8889.15,9093.8,8875.35,9066.55,21.16,2.58,1.68,9154.987000000001,11045.13575
2020-05-21,9079.45,9178.55,9056.1,9106.25,21.14,2.59,1.67,9112.092,11034.40625
2020-05-22,9067.9,9149.6,8968.55,9039.25,20.97,2.57,1.69,9067.497000000001,11023.180999999999
2020-05-26,9099.75,9161.65,8996.65,9029.05,21.1,2.57,1.69,9028.289,11012.380250000002
2020-05-27,9082.2,9334.0,9004.25,9314.95,21.77,2.65,1.64,9005.559000000001,11003.528
2020-05-28,9364.95,9511.25,9336.5,9490.1,22.17,2.7,1.61,8986.193,10995.388500000001
2020-05-29,9422.2,9598.85,9376.9,9580.3,22.38,2.73,1.59,8985.996,10988.39
2020-06-01,9726.85,9931.6,9706.95,9826.15,22.96,2.8,1.55,8983.415,10982.534000000001
2020-06-02,9880.85,9995.6,9824.05,9979.1,23.31,2.84,1.53,8999.048999999999,10978.116499999998
2020-06-03,10108.3,10176.2,10035.55,10061.55,23.5,2.86,1.51,9020.939,10973.683
2020-06-04,10054.25,10123.85,9944.25,10029.1,23.42,2.85,1.52,9052.145,10969.551000000001
2020-06-05,10093.8,10177.8,10040.75,10142.15,23.91,2.89,1.50,9089.719000000001,10965.0995
2020-06-08,10326.75,10328.5,10120.25,10167.45,23.97,2.89,1.50,9118.159,10960.3885
2020-06-09,10181.15,10291.15,10021.45,10046.65,24.25,2.86,1.52,9166.886999999999,10955.9925
2020-06-10,10072.6,10148.75,10036.85,10116.15,24.41,2.88,1.51,9213.189,10951.42625
2020-06-11,10094.1,10112.05,9885.05,9902.0,23.9,2.82,1.54,9244.872000000001,10945.697250000001
2020-06-12,9544.95,9996.05,9544.35,9972.9,24.08,2.84,1.53,9271.501,10940.29225
2020-06-15,9919.35,9943.35,9726.35,9813.7,23.69,2.79,1.55,9294.57,10934.275750000003
2020-06-16,10014.8,10046.15,9728.5,9914.0,24.31,2.82,1.54,9327.228000000001,10929.252250000001
2020-06-17,9876.7,10003.6,9833.8,9881.15,24.59,2.81,1.54,9352.896,10924.95125
2020-06-18,9863.25,10111.2,9845.05,10091.65,25.11,2.87,1.51,9389.652999999998,10921.26275
2020-06-19,10119.0,10272.4,10072.65,10244.4,25.49,2.92,1.49,9432.865,10917.1955
2020-06-22,10318.75,10393.65,10277.6,10311.2,25.66,2.94,1.48,9463.245,10913.224750000001
2020-06-23,10347.95,10484.7,10301.75,10471.0,26.05,2.98,1.45,9497.69,10910.349250000001
2020-06-24,10529.25,10553.15,10281.95,10305.3,25.63,2.93,1.48,9521.558,10907.134250000001
2020-06-25,10235.55,10361.8,10194.5,10288.9,25.59,2.93,1.48,9547.458999999999,10903.4625
2020-06-26,10378.9,10409.85,10311.25,10383.0,26.67,2.97,1.54,9576.613,10901.387999999999
2020-06-29,10311.95,10337.95,10223.6,10312.4,26.49,2.95,1.55,9603.005,10898.72675
2020-06-30,10382.6,10401.05,10267.35,10302.1,26.32,2.94,1.55,9623.712,10895.997749999999
2020-07-01,10323.8,10447.05,10299.6,10430.05,26.97,2.98,1.54,9647.076000000001,10893.417
2020-07-02,10493.05,10598.2,10485.55,10551.7,27.63,3.01,1.52,9678.481,10891.160249999999
2020-07-03,10614.95,10631.3,10562.65,10607.35,27.78,3.03,1.51,9706.882000000001,10889.018499999998
2020-07-06,10723.85,10811.4,10695.1,10763.65,28.13,3.07,1.49,9735.877,10887.92275
2020-07-07,10802.85,10813.8,10689.7,10799.65,28.22,3.08,1.49,9768.782,10886.541500000001
2020-07-08,10818.65,10847.85,10676.55,10705.75,27.98,3.05,1.50,9797.251,10885.05275
2020-07-09,10755.55,10836.85,10733.0,10813.45,28.26,3.08,1.48,9825.902,10885.032
2020-07-10,10764.1,10819.4,10713.0,10768.05,28.27,3.07,1.49,9850.196,10884.669000000002
2020-07-13,10851.85,10894.05,10756.05,10802.7,28.36,3.08,1.49,9869.052000000001,10885.158499999998
2020-07-14,10750.85,10755.65,10562.9,10607.35,27.85,3.02,1.51,9895.329,10881.82425
2020-07-15,10701.0,10827.45,10577.75,10618.2,27.88,3.03,1.51,9923.581,10876.91425
2020-07-16,10706.2,10755.3,10595.2,10739.95,28.19,3.06,1.49,9952.962000000001,10872.673
2020-07-17,10752.0,10933.45,10749.65,10901.7,28.55,3.11,1.47,9987.015,10869.9805
2020-07-20,10999.45,11037.9,10953.0,11022.2,28.86,3.14,1.46,10022.428999999998,10867.235499999999
2020-07-21,11126.1,11179.55,11113.25,11162.25,29.01,3.18,1.44,10060.89,10865.484749999998
2020-07-22,11231.2,11238.1,11056.55,11132.6,28.93,3.17,1.44,10099.610999999999,10863.7755
2020-07-23,11135.0,11239.8,11103.15,11215.45,29.2,3.2,1.43,10136.249,10863.053249999999
2020-07-24,11149.95,11225.4,11090.3,11194.15,29.35,3.19,1.43,10177.277,10862.454
2020-07-27,11225.0,11225.0,11087.85,11131.8,29.18,3.17,1.44,10217.176,10862.239249999999
2020-07-28,11154.1,11317.75,11151.4,11300.55,29.87,3.14,1.49,10266.722000000002,10863.11
2020-07-29,11276.9,11341.4,11149.75,11202.85,29.59,3.1,1.54,10313.197,10862.557750000002
2020-07-30,11254.3,11299.95,11084.95,11102.15,29.46,3.07,1.56,10353.909,10861.89575
2020-07-31,11139.5,11150.4,11026.65,11073.45,30.2,3.12,1.49,10393.252999999999,10860.737749999998
2020-08-03,11057.55,11058.05,10882.25,10891.6,29.7,3.07,1.51,10430.3,10858.49
2020-08-04,10946.65,11112.25,10908.1,11095.25,30.39,3.12,1.49,10471.624,10856.824749999998
2020-08-05,11155.75,11225.65,11064.05,11101.65,30.41,3.13,1.48,10507.358,10855.012999999999
2020-08-06,11185.7,11256.8,11127.3,11200.15,30.68,3.15,1.47,10541.559,10853.082000000002
2020-08-07,11186.65,11231.9,11142.05,11214.05,30.72,3.16,1.47,10574.234000000002,10850.843
2020-08-10,11270.25,11337.3,11238.0,11270.15,31.23,3.17,1.46,10603.114,10849.252
2020-08-11,11322.25,11373.6,11299.15,11322.5,31.37,3.19,1.46,10629.982,10847.844
2020-08-12,11289.0,11322.0,11242.65,11308.4,31.33,3.18,1.46,10654.919,10846.472999999998
2020-08-13,11334.85,11359.3,11269.95,11300.45,31.42,3.18,1.46,10680.346000000001,10845.05575
